capacity_bytes,smart_1_raw,smart_4_raw,smart_5_raw,smart_7_raw,smart_9_raw,smart_12_raw,smart_190_raw,smart_192_raw,smart_193_raw,smart_194_raw,smart_240_raw,smart_241_raw,smart_242_raw,model
14000519643136,938296.0,10.0,0.0,785243211.0,21622.0,9.0,35.0,1.0,3030.0,35.0,21087.0,111589766224.0,316390308832.0,ST14000NM001G
14000519643136,130230536.0,12.0,288.0,627287813.0,21615.0,12.0,32.0,2.0,3126.0,32.0,21062.0,111165498920.0,326465584030.0,ST14000NM001G
14000519643136,38795192.0,34.0,392.0,327052948.0,21631.0,28.0,27.0,45.0,5447.0,27.0,20145.0,93944883107.0,340665793651.0,ST14000NM0138
14000519643136,108847309.0,25.0,184.0,841581179.0,20794.0,23.0,46.0,53.0,1996.0,46.0,19843.0,110780047413.0,309252590842.0,ST14000NM0138
16000900661248,130388568.0,6.0,1200.0,64857168.0,5246.0,6.0,42.0,3.0,5339.0,42.0,4394.0,65179960552.0,77773594018.0,ST16000NM001G
16000900661248,0.0,8.0,0.0,0.0,2676.0,8.0,0.0,467.0,467.0,31.0,0.0,0.0,0.0,WDC WUH721816ALE6L4
500107862016,3958.0,57.0,0.0,0.0,48952.0,58.0,0.0,37.0,0.0,29.0,0.0,0.0,0.0,ST500LM012 HN
14000519643136,0.0,9.0,0.0,0.0,20998.0,7.0,0.0,2.0,92.0,30.0,0.0,0.0,0.0,TOSHIBA MG07ACA14TA
500107862016,0.0,13.0,0.0,0.0,40024.0,13.0,0.0,5.0,547.0,30.0,0.0,0.0,0.0,TOSHIBA MQ01ABF050M
8001563222016,111849648.0,12.0,72.0,1191794841.0,41318.0,12.0,37.0,101.0,21843.0,37.0,41269.0,76173001008.0,436166261852.0,ST8000NM0055
8001563222016,76475136.0,8.0,28464.0,1746198442.0,50971.0,7.0,24.0,4.0,23760.0,24.0,50946.0,97697545760.0,411438189668.0,ST8000DM002
8001563222016,218539248.0,13.0,16112.0,1522143974.0,42777.0,13.0,37.0,3.0,70163.0,37.0,42749.0,83804470184.0,343984436810.0,ST8000NM0055
14000519643136,115746336.0,1.0,16.0,130088388.0,13758.0,1.0,34.0,0.0,1582.0,34.0,13329.0,81655402912.0,182135197208.0,ST14000NM001G
500107862016,0.0,18.0,0.0,0.0,36324.0,18.0,0.0,5.0,79847.0,28.0,0.0,0.0,0.0,TOSHIBA MQ01ABF050
4000787030016,37513720.0,8.0,0.0,320177670.0,59209.0,8.0,22.0,0.0,49535.0,22.0,58852.0,68739576976.0,402417259136.0,ST4000DM000
4000787030016,188000032.0,48.0,24.0,794180370.0,58111.0,48.0,27.0,22.0,14042.0,27.0,57841.0,68796394408.0,379187057575.0,ST4000DM000
4000787030016,59075600.0,13.0,40.0,574699937.0,59227.0,13.0,25.0,0.0,53978.0,25.0,58844.0,70973668096.0,432325197908.0,ST4000DM000
8001563222016,124432264.0,47.0,32.0,1617693500.0,47223.0,47.0,30.0,16.0,35950.0,30.0,46959.0,92531795632.0,363690172384.0,ST8000DM002
4000787030016,155601384.0,17.0,0.0,460035104.0,59232.0,17.0,25.0,1.0,52192.0,25.0,58850.0,68325124464.0,447887416756.0,ST4000DM000
4000787030016,208279184.0,18.0,0.0,952322639.0,66514.0,18.0,33.0,0.0,9552.0,33.0,66430.0,70714048877.0,904908473661.0,ST4000DM000
4000787030016,236265000.0,12.0,8.0,194824047.0,65653.0,12.0,22.0,0.0,12509.0,22.0,65467.0,68826317472.0,455862048296.0,ST4000DM000
8001563222016,76900320.0,6.0,2208.0,1124030032.0,7937.0,6.0,45.0,46.0,470.0,45.0,7909.0,23985283224.0,75709882914.0,ST8000NM0055
8001563222016,71648744.0,34.0,328.0,44217083.0,59754.0,34.0,39.0,24.0,68368.0,39.0,59380.0,108456878944.0,468850957426.0,ST8000DM002
8001563222016,168800906.0,18.0,0.0,1916660032.0,56641.0,17.0,25.0,2.0,67357.0,25.0,56580.0,104968217928.0,438570737348.0,ST8000DM002
8001563222016,119738304.0,11.0,0.0,1673944693.0,54218.0,11.0,36.0,38.0,75853.0,36.0,54169.0,97781976016.0,429102644934.0,ST8000NM0055
14000519643136,0.0,17.0,0.0,0.0,30937.0,16.0,0.0,4.0,87.0,29.0,0.0,0.0,0.0,TOSHIBA MG07ACA14TA
16000900661248,133380658.0,7.0,0.0,915798653.0,19124.0,4.0,36.0,1.0,1833.0,36.0,18503.0,95503951120.0,270354300332.0,ST16000NM001G
8001563222016,5532480.0,15.0,8.0,2617398730.0,43869.0,15.0,46.0,9.0,73483.0,46.0,43828.0,82177568240.0,360317210532.0,ST8000NM0055
8001563222016,4344416.0,15.0,0.0,944856685.0,43854.0,15.0,45.0,9.0,71808.0,45.0,43812.0,84008694512.0,343123602084.0,ST8000NM0055
12000138625024,0.0,5.0,0.0,0.0,18759.0,5.0,0.0,707.0,707.0,49.0,0.0,0.0,0.0,HGST HUH721212ALE604
12000138625024,0.0,6.0,0.0,0.0,18766.0,4.0,0.0,637.0,637.0,49.0,0.0,0.0,0.0,HGST HUH721212ALE604
12000138625024,0.0,19.0,2.0,0.0,35127.0,18.0,0.0,1291.0,1291.0,36.0,0.0,0.0,0.0,HGST HUH721212ALN604
12000138625024,107971068.0,20.0,62624.0,223015.0,32074.0,18.0,30.0,445.0,1876.0,30.0,31644.0,100783699824.0,462557386564.0,ST12000NM0007
12000138625024,106952176.0,14.0,0.0,62945983.0,29751.0,14.0,42.0,3.0,9783.0,42.0,27808.0,101654342576.0,344010100492.0,ST12000NM0008
12000138625024,134443394.0,7.0,8.0,811599933.0,26875.0,7.0,38.0,3.0,2636.0,38.0,26424.0,99850775784.0,344864519232.0,ST12000NM0008
12000138625024,0.0,22.0,0.0,0.0,23958.0,21.0,0.0,1317.0,1317.0,35.0,0.0,0.0,0.0,HGST HUH721212ALE604
14000519643136,169339298.0,36.0,20120.0,89286978.0,21951.0,28.0,33.0,54.0,4989.0,33.0,20564.0,93854742843.0,291570873301.0,ST14000NM0138
8001563222016,189331104.0,17.0,8.0,4091234843.0,60662.0,17.0,23.0,42.0,70624.0,23.0,60612.0,110420766200.0,499780050390.0,ST8000NM0055
8001563222016,14112456.0,19.0,12784.0,4194562253.0,59786.0,19.0,46.0,33.0,98922.0,46.0,59730.0,104421398872.0,469428311678.0,ST8000NM0055
8001563222016,68635736.0,22.0,200.0,4108485805.0,57453.0,22.0,41.0,131.0,32518.0,41.0,57374.0,103360276328.0,737227359576.0,ST8000NM0055
8001563222016,144899136.0,23.0,28153.0,1223267186.0,56797.0,23.0,42.0,109.0,32526.0,42.0,56700.0,100523992848.0,664140713336.0,ST8000NM0055
12000138625024,0.0,5.0,0.0,0.0,25535.0,5.0,0.0,980.0,980.0,35.0,0.0,0.0,0.0,HGST HUH721212ALE604
14000519643136,0.0,21.0,32.0,0.0,37651.0,19.0,0.0,7.0,102.0,35.0,0.0,0.0,0.0,TOSHIBA MG07ACA14TA
12000138625024,49092200.0,3.0,272.0,320827695.0,3135.0,3.0,29.0,0.0,196.0,29.0,3115.0,28910375344.0,25338019440.0,ST12000NM0008
14000519643136,0.0,1.0,0.0,0.0,26524.0,1.0,0.0,1012.0,1012.0,39.0,0.0,0.0,0.0,WDC WUH721414ALE6L4
12000138625024,34784880.0,11.0,40.0,415985560.0,30734.0,11.0,22.0,7.0,1596.0,22.0,30497.0,79887422032.0,374251716638.0,ST12000NM0008
500107862016,4334880.0,30.0,224.0,280532775.0,43820.0,30.0,35.0,20.0,113.0,35.0,43819.0,218619284976.0,124892627855.0,ST500LM030
12000138625024,0.0,6.0,20.0,0.0,42462.0,6.0,0.0,1578.0,1578.0,37.0,0.0,0.0,0.0,HGST HUH721212ALN604
12000138625024,47972146.0,8.0,0.0,614412626.0,36482.0,8.0,33.0,0.0,10285.0,33.0,34515.0,120467271080.0,425479952244.0,ST12000NM0008
14000519643136,0.0,3.0,0.0,0.0,21827.0,3.0,0.0,0.0,139.0,34.0,0.0,0.0,0.0,TOSHIBA MG07ACA14TA
16000900661248,0.0,9.0,0.0,0.0,2499.0,9.0,0.0,8.0,22.0,27.0,0.0,0.0,0.0,TOSHIBA MG08ACA16TA
12000138625024,90069416.0,10.0,14192.0,292061509.0,35416.0,9.0,36.0,2.0,3616.0,36.0,34602.0,84962213760.0,396089224241.0,ST12000NM0008
12000138625024,2602736.0,10.0,0.0,132318291.0,35423.0,9.0,29.0,4.0,3773.0,29.0,34585.0,86628255224.0,374559162457.0,ST12000NM0008
14000519643136,0.0,8.0,0.0,0.0,25449.0,5.0,0.0,1.0,40.0,34.0,0.0,0.0,0.0,TOSHIBA MG07ACA14TA
12000138625024,0.0,14.0,23.0,0.0,45473.0,11.0,0.0,1645.0,1645.0,32.0,0.0,0.0,0.0,HGST HUH721212ALN604
12000138625024,140824288.0,13.0,11368.0,13745046699.0,34870.0,12.0,30.0,3.0,1865.0,30.0,34569.0,119586807976.0,466980490202.0,ST12000NM001G
14000519643136,0.0,4.0,30.0,0.0,25772.0,4.0,0.0,744.0,744.0,36.0,0.0,0.0,0.0,WDC WUH721414ALE6L4
14000519643136,0.0,6.0,0.0,0.0,30412.0,5.0,0.0,978.0,978.0,33.0,0.0,0.0,0.0,WDC WUH721414ALE6L4
16000900661248,0.0,11.0,0.0,0.0,16005.0,11.0,0.0,2920.0,2920.0,37.0,0.0,0.0,0.0,WDC WUH721816ALE6L4
16000900661248,0.0,11.0,225.0,0.0,6879.0,11.0,0.0,10.0,22.0,27.0,0.0,0.0,0.0,TOSHIBA MG08ACA16TA
16000900661248,0.0,8.0,2465.0,0.0,5951.0,8.0,0.0,7.0,18.0,29.0,0.0,0.0,0.0,TOSHIBA MG08ACA16TA
8001563222016,101774392.0,11.0,0.0,4243990679.0,69098.0,11.0,25.0,173.0,379.0,25.0,69066.0,126833946424.0,638177195674.0,ST8000DM002
4000787030016,0.0,15.0,0.0,0.0,63407.0,14.0,0.0,671.0,671.0,30.0,0.0,0.0,0.0,HGST HMS5C4040BLE640
14000519643136,0.0,5.0,0.0,0.0,27078.0,5.0,0.0,2.0,174.0,36.0,0.0,0.0,0.0,TOSHIBA MG07ACA14TA
8001563222016,202960832.0,39.0,65512.0,3977839408.0,59229.0,39.0,37.0,29.0,73461.0,37.0,58980.0,102132262504.0,559920272916.0,ST8000NM0055
8001563222016,185966672.0,13.0,8896.0,4061755632.0,59275.0,13.0,32.0,18.0,84976.0,32.0,59208.0,100424724304.0,496869495342.0,ST8000NM0055
12000138625024,0.0,108.0,0.0,0.0,4921.0,108.0,0.0,445.0,445.0,34.0,0.0,0.0,0.0,HGST HUH721212ALN604
14000519643136,0.0,15.0,0.0,0.0,49226.0,14.0,0.0,6.0,115.0,38.0,0.0,0.0,0.0,TOSHIBA MG07ACA14TA
14000519643136,0.0,18.0,0.0,0.0,33063.0,18.0,0.0,11.0,23.0,31.0,0.0,0.0,0.0,TOSHIBA MG07ACA14TA
14000519643136,0.0,43.0,0.0,0.0,26441.0,42.0,0.0,39.0,48.0,26.0,0.0,0.0,0.0,TOSHIBA MG07ACA14TA
12000138625024,0.0,6.0,2.0,0.0,47327.0,6.0,0.0,1785.0,1785.0,34.0,0.0,0.0,0.0,HGST HUH721212ALN604
12000138625024,14876742.0,15.0,0.0,0.0,47328.0,14.0,0.0,1776.0,1776.0,39.0,0.0,0.0,0.0,HGST HUH721212ALN604
12000138625024,105448798.0,57.0,0.0,0.0,45815.0,57.0,0.0,2057.0,2057.0,30.0,0.0,0.0,0.0,HGST HUH721212ALN604
12000138625024,262144.0,5.0,8.0,0.0,43598.0,5.0,0.0,1733.0,1733.0,43.0,0.0,0.0,0.0,HGST HUH721212ALN604
12000138625024,65536.0,9.0,22.0,0.0,41742.0,9.0,0.0,1717.0,1717.0,40.0,0.0,0.0,0.0,HGST HUH721212ALN604
12000138625024,0.0,10.0,0.0,0.0,41736.0,10.0,0.0,1661.0,1661.0,42.0,0.0,0.0,0.0,HGST HUH721212ALN604
12000138625024,124662904.0,27.0,31720.0,34785554.0,40757.0,26.0,28.0,555.0,3180.0,28.0,40273.0,114705299576.0,541181776612.0,ST12000NM0007
14000519643136,0.0,9.0,0.0,0.0,39546.0,8.0,0.0,2.0,15.0,40.0,0.0,0.0,0.0,TOSHIBA MG07ACA14TA
12000138625024,182359248.0,7.0,328.0,305129481.0,35717.0,7.0,17.0,1.0,2180.0,17.0,35410.0,113426280432.0,510780330394.0,ST12000NM0008
14000519643136,150154392.0,4.0,128.0,648380150.0,25005.0,4.0,41.0,0.0,1979.0,41.0,24556.0,118101248328.0,346164450084.0,ST14000NM001G
16000900661248,0.0,6.0,0.0,0.0,17694.0,6.0,0.0,5.0,1133.0,31.0,0.0,0.0,0.0,TOSHIBA MG08ACA16TA
16000900661248,0.0,18.0,1.0,0.0,31090.0,18.0,0.0,17.0,172.0,28.0,0.0,308467760275.0,591329376715.0,TOSHIBA MG08ACA16TEY
16000900661248,0.0,11.0,1600.0,0.0,24344.0,11.0,0.0,10.0,223.0,41.0,0.0,237959377427.0,472119638844.0,TOSHIBA MG08ACA16TEY
16000900661248,0.0,18.0,770.0,0.0,22154.0,18.0,0.0,17.0,110.0,36.0,0.0,204457481595.0,355165798530.0,TOSHIBA MG08ACA16TEY
16000900661248,0.0,16.0,1573.0,0.0,17804.0,16.0,0.0,15.0,57.0,32.0,0.0,205062766930.0,304967868428.0,TOSHIBA MG08ACA16TEY
16000900661248,0.0,11.0,8.0,0.0,15075.0,11.0,0.0,10.0,471.0,37.0,0.0,0.0,0.0,TOSHIBA MG08ACA16TA
16000900661248,0.0,7.0,0.0,0.0,14921.0,7.0,0.0,6.0,41.0,29.0,0.0,0.0,0.0,TOSHIBA MG08ACA16TA
16000900661248,0.0,23.0,1.0,0.0,22578.0,23.0,0.0,22.0,260.0,35.0,0.0,0.0,0.0,TOSHIBA MG08ACA16TE
16000900661248,0.0,9.0,2167.0,0.0,13757.0,9.0,0.0,8.0,1456.0,29.0,0.0,0.0,0.0,TOSHIBA MG08ACA16TA
8001563222016,4316032.0,22.0,128.0,1331162181.0,66178.0,22.0,38.0,7.0,77413.0,38.0,66100.0,117601788016.0,527237868988.0,ST8000DM002
8001563222016,12762104.0,19.0,36064.0,2619184767.0,65955.0,18.0,42.0,8.0,35976.0,42.0,65861.0,117907979856.0,550734227492.0,ST8000DM002
8001563222016,169334136.0,24.0,40544.0,3191578447.0,58284.0,24.0,32.0,49.0,212.0,32.0,58263.0,100434112768.0,537830657146.0,ST8000NM0055
14000519643136,0.0,15.0,9.0,0.0,37363.0,14.0,0.0,5.0,89.0,38.0,0.0,0.0,0.0,TOSHIBA MG07ACA14TA
8001563222016,107558458.0,26.0,43176.0,3159949271.0,56954.0,24.0,37.0,102.0,61882.0,37.0,56809.0,99966476728.0,466723772278.0,ST8000NM0055
14000519643136,0.0,6.0,0.0,0.0,31635.0,6.0,0.0,2.0,17.0,36.0,0.0,0.0,0.0,TOSHIBA MG07ACA14TA
12000138625024,89123512.0,11.0,11440.0,518809663.0,27161.0,10.0,20.0,4.0,3060.0,20.0,26801.0,85362887832.0,321068056798.0,ST12000NM0008
12000138625024,0.0,24.0,35.0,0.0,46003.0,23.0,0.0,1904.0,1904.0,35.0,0.0,0.0,0.0,HGST HUH721212ALN604
12000138625024,0.0,12.0,36.0,0.0,45980.0,12.0,0.0,1892.0,1892.0,29.0,0.0,0.0,0.0,HGST HUH721212ALN604
12000138625024,541854889.0,5.0,0.0,0.0,41319.0,5.0,0.0,1606.0,1606.0,37.0,0.0,0.0,0.0,HGST HUH721212ALN604
12000138625024,210499896.0,10.0,24.0,242593455.0,37581.0,10.0,26.0,391.0,1711.0,26.0,37377.0,114925524056.0,421663125226.0,ST12000NM0008
12000138625024,65536.0,3.0,0.0,0.0,22083.0,3.0,0.0,1574.0,1574.0,39.0,0.0,0.0,0.0,HGST HUH721212ALE604
16000900661248,0.0,31.0,0.0,0.0,21740.0,31.0,0.0,30.0,51.0,29.0,0.0,0.0,0.0,TOSHIBA MG08ACA16TE
16000900661248,0.0,9.0,209.0,0.0,13008.0,9.0,0.0,6765.0,6765.0,35.0,0.0,0.0,0.0,WDC WUH721816ALE6L4
16000900661248,0.0,8.0,0.0,0.0,12807.0,8.0,0.0,7.0,471.0,32.0,0.0,0.0,0.0,TOSHIBA MG08ACA16TA
16000900661248,0.0,5.0,19.0,0.0,15406.0,5.0,0.0,4.0,1016.0,35.0,0.0,0.0,0.0,TOSHIBA MG08ACA16TA
16000900661248,0.0,9.0,0.0,0.0,3406.0,9.0,0.0,8.0,23.0,38.0,0.0,0.0,0.0,TOSHIBA MG08ACA16TA
16000900661248,0.0,10.0,0.0,0.0,11459.0,10.0,0.0,9.0,816.0,31.0,0.0,0.0,0.0,TOSHIBA MG08ACA16TA
8001563222016,35005480.0,21.0,8794.0,599085230.0,34619.0,21.0,35.0,45.0,30605.0,35.0,34500.0,72006864016.0,308251499368.0,ST8000NM0055
240057409536,0.0,0.0,0.0,0.0,6488.0,17.0,0.0,0.0,0.0,45.0,0.0,0.0,0.0,MTFDDAV240TCB
4000787030016,0.0,15.0,402.0,0.0,38140.0,15.0,0.0,2717.0,2717.0,33.0,0.0,0.0,0.0,HGST HMS5C4040ALE640
12000138625024,22741304.0,18.0,184.0,17770647494.0,13527.0,18.0,39.0,6.0,10297.0,39.0,11667.0,65102432544.0,168319140668.0,ST12000NM0008
8001563222016,235215208.0,20.0,10968.0,787889327.0,34606.0,20.0,26.0,24.0,48122.0,26.0,34550.0,73018592304.0,283991009605.0,ST8000NM0055
500107862016,0.0,18.0,0.0,0.0,34792.0,18.0,0.0,6.0,4821.0,38.0,0.0,0.0,0.0,TOSHIBA MQ01ABF050M
8001563222016,27142186.0,22.0,4824.0,3134888489.0,54690.0,21.0,37.0,18.0,76669.0,37.0,54563.0,96620868696.0,496537403878.0,ST8000NM0055
500107862016,186640408.0,11.0,0.0,453616083.0,39996.0,11.0,28.0,1.0,46.0,28.0,39995.0,150751148424.0,90647491656.0,ST500LM030
12000138625024,169295568.0,5.0,17056.0,142394931.0,21384.0,5.0,44.0,1.0,1051.0,44.0,21241.0,88463389552.0,249356804231.0,ST12000NM001G
12000138625024,0.0,5.0,0.0,0.0,37144.0,5.0,0.0,1358.0,1358.0,30.0,0.0,0.0,0.0,HGST HUH721212ALN604
14000519643136,0.0,4.0,223.0,0.0,24118.0,4.0,0.0,1004.0,1004.0,37.0,0.0,0.0,0.0,WDC WUH721414ALE6L4
14000519643136,76999202.0,25.0,5464.0,586206296.0,25260.0,23.0,29.0,54.0,1962.0,29.0,24329.0,127085107587.0,369819771765.0,ST14000NM0138
16000900661248,0.0,4.0,0.0,0.0,2751.0,4.0,0.0,3.0,14.0,29.0,0.0,0.0,0.0,TOSHIBA MG08ACA16TA
16000900661248,0.0,7.0,0.0,0.0,1593.0,7.0,0.0,6.0,15.0,33.0,0.0,0.0,0.0,TOSHIBA MG08ACA16TA
12000138625024,147236808.0,4.0,0.0,162152340.0,16827.0,4.0,28.0,182.0,840.0,28.0,16629.0,76224496992.0,181491660768.0,ST12000NM0008
12000138625024,178823040.0,2.0,8.0,831670143.0,13294.0,2.0,34.0,1.0,820.0,34.0,13174.0,70378659312.0,203482261774.0,ST12000NM0008
8001563222016,184187336.0,7.0,0.0,2216874273.0,52517.0,7.0,22.0,3.0,64954.0,22.0,52450.0,98607963424.0,394774044488.0,ST8000DM002
4000787030016,157477920.0,446.0,0.0,303374020.0,44663.0,376.0,37.0,110.0,135471.0,37.0,43316.0,66893260569.0,377834153583.0,ST4000DM000
12000138625024,227736368.0,12.0,0.0,865885261.0,25000.0,12.0,33.0,446.0,1904.0,33.0,24753.0,84783796272.0,543130759602.0,ST12000NM0008
12000138625024,242140864.0,7.0,248.0,495732615.0,25008.0,7.0,33.0,2.0,1300.0,33.0,24830.0,85288749352.0,623206472706.0,ST12000NM0008
500107862016,156306200.0,5.0,328.0,4994261288.0,30202.0,5.0,35.0,2.0,18.0,35.0,30201.0,149239652112.0,88983749422.0,ST500LM021
4000787030016,229957112.0,19.0,4224.0,389555444.0,70273.0,19.0,24.0,1.0,15247.0,24.0,70125.0,68692455688.0,472505043353.0,ST4000DM000
4000787030016,0.0,8.0,0.0,0.0,65904.0,8.0,0.0,428.0,428.0,21.0,0.0,0.0,0.0,HGST HMS5C4040BLE640
8001563222016,117209504.0,20.0,32.0,446703906.0,62356.0,20.0,42.0,3.0,74931.0,42.0,62293.0,112126503392.0,536038337218.0,ST8000DM002
8001563222016,153053624.0,21.0,27712.0,3418357369.0,55008.0,20.0,38.0,149.0,25808.0,38.0,54894.0,100301849488.0,769580927930.0,ST8000NM0055
500107862016,0.0,29.0,0.0,0.0,36541.0,29.0,0.0,9.0,1483.0,34.0,0.0,0.0,0.0,TOSHIBA MQ01ABF050M
14000519643136,0.0,59.0,0.0,0.0,27562.0,59.0,0.0,56.0,71.0,18.0,0.0,0.0,0.0,TOSHIBA MG07ACA14TA
12000138625024,0.0,11.0,11.0,0.0,42878.0,11.0,0.0,2335.0,2335.0,36.0,0.0,0.0,0.0,HGST HUH721212ALN604
12000138625024,158323562.0,8.0,32248.0,9690470.0,35473.0,8.0,36.0,393.0,2297.0,36.0,35116.0,118341366424.0,438947472186.0,ST12000NM0008
12000138625024,82310464.0,10.0,6192.0,718312701.0,31897.0,10.0,27.0,1.0,1722.0,27.0,31665.0,105591367312.0,497274983446.0,ST12000NM0008
12000138625024,164660680.0,15.0,0.0,765817945.0,31893.0,15.0,30.0,4.0,1747.0,30.0,31659.0,106429277384.0,509459135096.0,ST12000NM0008
14000519643136,22196128.0,8.0,0.0,968696818.0,27557.0,8.0,34.0,6327.0,7897.0,34.0,27218.0,126314680072.0,438405794592.0,ST14000NM001G
16000900661248,174897296.0,5.0,56.0,613220221.0,21907.0,3.0,29.0,1.0,4150.0,29.0,21027.0,93328618232.0,289904439330.0,ST16000NM001G
4000787030016,218523776.0,9.0,0.0,153916943.0,66580.0,9.0,23.0,0.0,47593.0,23.0,66139.0,76492235280.0,399490758591.0,ST4000DM000
8001563222016,182248264.0,13.0,14664.0,3634540881.0,48741.0,12.0,33.0,144.0,16894.0,33.0,48440.0,87220113288.0,403028386252.0,ST8000NM0055
14000519643136,0.0,13.0,0.0,0.0,26199.0,11.0,0.0,1.0,79.0,26.0,0.0,0.0,0.0,TOSHIBA MG07ACA14TA
12000138625024,196613.0,18.0,39.0,0.0,36958.0,17.0,0.0,1719.0,1719.0,38.0,0.0,0.0,0.0,HGST HUH721212ALN604
12000138625024,199651968.0,4.0,0.0,697023690.0,25003.0,4.0,30.0,3.0,1306.0,30.0,24826.0,92082895216.0,409338259312.0,ST12000NM0008
14000519643136,37628272.0,10.0,744.0,152307074.0,19337.0,8.0,50.0,3.0,2913.0,50.0,18566.0,104354436232.0,292903140342.0,ST14000NM001G
14000519643136,108761016.0,8.0,0.0,328560394.0,19336.0,8.0,55.0,3.0,2943.0,55.0,18814.0,105154232872.0,275572985670.0,ST14000NM001G
4000787030016,149748432.0,20.0,0.0,405761494.0,59395.0,19.0,21.0,1.0,6025.0,21.0,59307.0,68168315328.0,428599401309.0,ST4000DM000
4000787030016,229222888.0,18.0,0.0,502513067.0,59344.0,18.0,20.0,2.0,9312.0,20.0,59237.0,67746336760.0,369217469639.0,ST4000DM000
4000787030016,208533776.0,9.0,0.0,305072847.0,58369.0,9.0,21.0,0.0,5839.0,21.0,58294.0,64425923760.0,434055912504.0,ST4000DM000
4000787030016,242354160.0,11.0,104.0,356727421.0,57002.0,11.0,23.0,0.0,10394.0,23.0,56912.0,64267236992.0,351528126281.0,ST4000DM000
8001563222016,78415704.0,24.0,4272.0,4244083858.0,48087.0,24.0,37.0,4.0,63166.0,37.0,47992.0,92505833504.0,392165592710.0,ST8000DM002
14000519643136,0.0,2.0,0.0,0.0,7348.0,2.0,0.0,0.0,13.0,28.0,0.0,0.0,0.0,TOSHIBA MG07ACA14TA
14000519643136,0.0,13.0,1.0,0.0,33165.0,13.0,0.0,9.0,79.0,26.0,0.0,0.0,0.0,TOSHIBA MG07ACA14TA
12000138625024,151916832.0,8.0,408.0,20052009.0,23881.0,8.0,36.0,241.0,2302.0,36.0,23490.0,89924060360.0,308911161102.0,ST12000NM0008
12000138625024,18267456.0,3.0,1328.0,801565442.0,19672.0,3.0,25.0,1.0,1033.0,25.0,19503.0,83438842160.0,268874939808.0,ST12000NM0008
14000519643136,215441176.0,30.0,128.0,799008923.0,14652.0,24.0,26.0,37.0,15824.0,26.0,10586.0,76556625987.0,151931772666.0,ST14000NM0138
8001563222016,148776.0,17.0,22064.0,2240583912.0,52652.0,16.0,19.0,29.0,191.0,19.0,52597.0,95626240168.0,473707013792.0,ST8000NM0055
8001563222016,118611912.0,15.0,37976.0,2220564008.0,51396.0,14.0,36.0,23.0,72304.0,36.0,51325.0,93002528840.0,478990367086.0,ST8000NM0055
12000138625024,118761224.0,12.0,27384.0,82626343.0,23705.0,9.0,27.0,4.0,1183.0,27.0,23490.0,68980720448.0,267078334788.0,ST12000NM0008
12000138625024,241531896.0,20.0,6392.0,507514780.0,32908.0,19.0,30.0,422.0,1676.0,30.0,32676.0,104120225744.0,478885482156.0,ST12000NM0007
4000787030016,72809760.0,22.0,0.0,812094063.0,65913.0,22.0,35.0,0.0,10382.0,35.0,65817.0,62531973832.0,432902268038.0,ST4000DM000
4000787030016,232860189.0,20.0,1512.0,96186361.0,65921.0,20.0,29.0,0.0,7518.0,29.0,65845.0,64745752576.0,474088148973.0,ST4000DM000
4000787030016,19011473.0,34.0,9520.0,103711727.0,65866.0,34.0,33.0,0.0,11715.0,33.0,65715.0,63204970040.0,747506544749.0,ST4000DM000
8001563222016,65439730.0,25.0,20896.0,2470977552.0,58877.0,22.0,32.0,10.0,57270.0,32.0,58661.0,109022215840.0,458965416710.0,ST8000DM002
8001563222016,188511242.0,16.0,169.0,2449235583.0,54426.0,15.0,31.0,4.0,76342.0,31.0,54386.0,99222671576.0,430125561168.0,ST8000NM0055
14000519643136,0.0,11.0,0.0,0.0,31054.0,10.0,0.0,4.0,82.0,33.0,0.0,0.0,0.0,TOSHIBA MG07ACA14TA
14000519643136,183801392.0,3.0,536.0,8990345.0,19652.0,3.0,29.0,1.0,1586.0,29.0,19324.0,114616851488.0,223948797540.0,ST14000NM001G
12000138625024,23934616.0,4.0,7224.0,564396341.0,26029.0,4.0,49.0,2.0,1355.0,49.0,25868.0,87891210152.0,315700106371.0,ST12000NM0008
12000138625024,108892168.0,53.0,53200.0,271759437.0,34291.0,53.0,33.0,504.0,2325.0,33.0,33951.0,106600954376.0,431350442020.0,ST12000NM0007
12000138625024,192245472.0,11.0,0.0,783661354.0,33423.0,11.0,43.0,304.0,2095.0,43.0,33093.0,113282758040.0,447703647012.0,ST12000NM0008
14000519643136,109582224.0,6.0,0.0,406193844.0,24181.0,6.0,47.0,0.0,3153.0,47.0,23633.0,120873214224.0,363123853534.0,ST14000NM001G
16000900661248,0.0,9.0,2452.0,0.0,8136.0,9.0,0.0,8.0,50.0,35.0,0.0,0.0,0.0,TOSHIBA MG08ACA16TA
4000787030016,171769392.0,21.0,0.0,839613953.0,59679.0,21.0,31.0,0.0,13435.0,31.0,59438.0,71087840064.0,388178656846.0,ST4000DM000
4000787030016,100095912.0,14.0,0.0,448615406.0,57532.0,13.0,23.0,0.0,34055.0,23.0,57131.0,64141075880.0,393176473437.0,ST4000DM000
4000787030016,131262616.0,25.0,1152.0,317661723.0,56019.0,25.0,31.0,0.0,9212.0,31.0,55808.0,65040324760.0,370056812611.0,ST4000DM000
8001563222016,102385960.0,20.0,8.0,1923760311.0,52094.0,20.0,25.0,6.0,58622.0,25.0,51978.0,100075956896.0,369164443544.0,ST8000DM002
